57,services,divorced,NA,unknown,yes,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,0,NA
NA,admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0,NA
NA,management,married,professional.course,no,unknown,unknown,cellular,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999,2,0,NA
31,technician,single,university.degree,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,0,NA
30,services,single,university.degree,no,yes,no,cellular,nov,NA,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,0,NA
31,services,divorced,high.school,unknown,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,0,NA
50,self-employed,married,NA,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0,NA
32,technician,married,NA,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,0,NA
53,management,married,university.degree,no,yes,yes,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,0,NA
29,technician,married,NA,no,no,no,cellular,apr,mon,3,999,1,failure,-1.8,93.749,-34.6,0.645,5008.7,999,1,1,183.0011808
NA,admin.,divorced,high.school,no,no,no,telephone,jun,NA,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0,NA
48,admin.,divorced,university.degree,no,no,no,cellular,may,mon,5,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,999,0,0,NA
45,blue-collar,divorced,professional.course,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0,NA
46,admin.,married,high.school,no,yes,no,cellular,jul,mon,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0,NA
NA,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0,NA
30,admin.,single,university.degree,no,yes,no,telephone,oct,thu,4,999,0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,999,0,1,166.7405929
NA,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0,NA
NA,retired,married,university.degree,no,no,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,0,NA
40,management,married,NA,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0,NA
53,services,married,high.school,no,no,no,telephone,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,0,NA
35,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,0,NA
NA,housemaid,married,university.degree,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2,999,0,1,173.4960103
NA,services,single,high.school,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999,0,1,165.1442045
45,services,married,basic.4y,no,no,no,telephone,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0,NA
NA,admin.,married,NA,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999,0,0,NA
NA,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,1,44.40471877
NA,admin.,married,high.school,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,0,NA
27,services,single,professional.course,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,999,0,1,158.0609779
NA,blue-collar,single,NA,unknown,unknown,unknown,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0,NA
25,student,single,high.school,no,no,no,telephone,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,1,158.8222726
36,technician,married,NA,no,yes,no,cellular,jul,NA,3,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,999,0,1,184.9850084
31,technician,married,high.school,no,yes,no,telephone,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,999,0,0,NA
30,admin.,married,high.school,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0,NA
27,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999,2,0,NA
45,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0,NA
36,services,single,high.school,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0,NA
73,retired,divorced,high.school,no,yes,no,cellular,dec,tue,1,999,0,nonexistent,-3,92.713,-33,0.707,5023.5,999,0,1,206.5740462
36,admin.,single,university.degree,no,yes,yes,telephone,jul,NA,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,0,NA
NA,management,single,university.degree,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0,NA
35,services,married,basic.9y,no,yes,yes,cellular,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0,NA
NA,admin.,married,basic.6y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,999,0,1,182.7689829
30,technician,single,NA,no,yes,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,1,170.7100387
49,blue-collar,married,NA,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0,NA
36,admin.,single,NA,no,yes,no,cellular,nov,wed,4,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,0,NA
NA,technician,single,NA,no,yes,no,cellular,may,mon,4,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,999,2,0,NA
NA,blue-collar,single,basic.9y,no,yes,no,telephone,jun,wed,21,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,0,NA
34,technician,married,NA,no,yes,yes,cellular,nov,thu,7,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,0,NA
31,technician,single,professional.course,no,yes,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0,NA
35,technician,married,university.degree,no,yes,yes,cellular,sep,thu,3,999,0,nonexistent,-3.4,92.379,-29.8,0.743,5017.5,999,0,1,444.4457542
NA,housemaid,married,unknown,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0,NA
33,admin.,married,high.school,no,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0,NA
NA,student,single,unknown,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,93.876,-40,0.672,5008.7,999,0,1,157.3298448
33,admin.,married,university.degree,unknown,no,no,cellular,aug,NA,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0,NA
23,technician,single,NA,no,no,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0,NA
51,unemployed,married,basic.9y,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0,NA
NA,technician,married,NA,no,no,yes,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0,NA
27,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0,NA
58,admin.,divorced,high.school,no,no,no,telephone,oct,thu,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,999,0,0,NA
46,blue-collar,married,professional.course,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0,NA
31,blue-collar,single,NA,no,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0,NA
NA,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,999,4,1,167.9735859
28,admin.,single,university.degree,no,no,no,cellular,mar,fri,2,999,1,failure,-1.8,93.369,-34.8,0.636,5008.7,999,1,1,163.3229205
40,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0,NA
NA,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0,NA
30,unemployed,single,basic.9y,no,no,no,cellular,apr,wed,4,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,999,0,1,170.370255
NA,unknown,married,NA,no,no,no,telephone,jun,wed,9,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,0,NA
38,admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0,NA
42,unknown,single,NA,unknown,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0,NA
37,technician,single,NA,no,no,no,cellular,apr,NA,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,1,173.5314615
NA,services,married,university.degree,no,no,no,cellular,dec,wed,1,6,1,success,-3,92.713,-33,0.715,5023.5,0.2,5,1,174.2700315
28,blue-collar,married,basic.9y,unknown,yes,yes,telephone,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0,NA
47,admin.,married,high.school,no,yes,no,cellular,apr,wed,2,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,999,3,1,190.7708402
38,technician,married,university.degree,no,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999,1,0,NA
NA,management,married,unknown,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0,NA
37,blue-collar,single,basic.4y,no,yes,no,cellular,apr,NA,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,1,30.76985539
37,technician,single,professional.course,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,1,173.2123681
33,technician,single,NA,no,yes,no,cellular,aug,thu,14,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0,0,NA
61,admin.,married,university.degree,unknown,yes,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999,0,1,-8.582138757
24,student,married,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0,NA
35,technician,married,professional.course,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0,NA
33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,0,NA
38,admin.,married,NA,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0,NA
52,admin.,married,university.degree,no,yes,no,telephone,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,999,4,1,181.9693175
55,entrepreneur,divorced,NA,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0,NA
32,technician,married,university.degree,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999,0,0,NA
45,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0,NA
72,retired,divorced,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,999,0,1,196.2305727
55,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0,NA
NA,self-employed,married,university.degree,no,no,yes,cellular,dec,mon,1,999,0,nonexistent,-3,92.713,-33,0.706,5023.5,999,0,1,443.2388908
28,admin.,single,high.school,no,yes,no,cellular,mar,tue,2,999,0,nonexistent,-1.8,92.843,-50,1.799,5099.1,999,0,1,170.6184918
NA,admin.,divorced,NA,no,unknown,unknown,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0,NA
45,blue-collar,married,NA,no,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,0,NA
NA,technician,single,basic.9y,no,yes,no,cellular,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,1,172.429868
35,management,married,university.degree,no,unknown,unknown,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0,NA
50,technician,single,NA,no,yes,yes,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999,0,1,428.9763811
48,blue-collar,divorced,NA,no,yes,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,999,1,0,NA
26,admin.,single,high.school,no,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999,0,0,NA
32,technician,married,high.school,unknown,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0,NA
42,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,0,NA
NA,student,single,high.school,no,no,no,telephone,oct,NA,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,999,0,1,161.8296829
36,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0,NA
51,blue-collar,married,basic.9y,unknown,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0,NA
52,blue-collar,married,NA,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0,NA
34,admin.,married,high.school,no,yes,yes,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,0,NA
NA,blue-collar,married,basic.6y,unknown,no,yes,telephone,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,999,0,0,NA
32,admin.,single,university.degree,no,yes,no,cellular,aug,NA,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0,NA
35,student,single,high.school,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0,NA
30,technician,married,high.school,unknown,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,0,NA
41,admin.,divorced,high.school,no,no,no,telephone,jun,mon,11,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,0,NA
38,blue-collar,single,NA,unknown,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,0,NA
41,unemployed,married,high.school,no,no,no,cellular,sep,wed,1,6,3,success,-1.1,94.199,-37.5,0.879,4963.6,0.2,12,1,182.5818436
35,admin.,single,NA,no,yes,yes,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,999,0,1,436.3960907
30,technician,divorced,high.school,no,no,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0,NA
54,retired,divorced,NA,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0,NA
27,blue-collar,single,NA,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,0,NA
44,blue-collar,single,basic.9y,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0,NA
NA,blue-collar,married,NA,no,unknown,unknown,cellular,aug,mon,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0,NA
41,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,1,-144.487474
NA,technician,single,university.degree,no,unknown,unknown,telephone,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,1,155.9966828
NA,technician,single,NA,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,1,174.5693406
33,management,single,university.degree,no,yes,no,telephone,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999,2,0,NA
29,technician,married,professional.course,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0,NA
36,technician,married,professional.course,no,yes,no,cellular,may,thu,1,999,1,failure,-1.8,93.876,-40,0.677,5008.7,999,1,0,NA
52,blue-collar,married,basic.9y,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,0,NA
28,technician,single,university.degree,no,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,999,0,1,161.8907682
34,technician,single,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0,NA
31,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,999,0,0,NA
49,blue-collar,married,basic.9y,no,no,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0,NA
28,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,NA,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,0,NA
50,services,married,high.school,no,yes,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,1,433.9126051
NA,technician,married,NA,no,no,no,telephone,jul,wed,15,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0,NA
33,management,married,university.degree,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,0,NA
NA,services,married,NA,no,yes,no,telephone,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,999,4,0,NA
31,technician,married,professional.course,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,0,NA
40,management,married,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,1,212.6009604
58,blue-collar,married,NA,unknown,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,0,NA
NA,blue-collar,married,high.school,no,yes,yes,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,0,NA
NA,admin.,divorced,high.school,no,no,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0,NA
